1/21/2019,21:35,124.635
1/21/2019,21:36,124.635
1/21/2019,21:37,124.628
1/21/2019,21:38,124.629
1/21/2019,21:39,124.627
1/21/2019,21:40,124.629
1/21/2019,21:41,124.630
1/21/2019,21:42,124.629
1/21/2019,21:43,124.631
1/21/2019,21:44,124.629
1/21/2019,21:45,124.630
1/21/2019,21:46,124.630
1/21/2019,21:47,124.632
1/21/2019,21:48,124.632
1/21/2019,21:49,124.629
1/21/2019,21:50,124.630
1/21/2019,21:51,124.631
1/21/2019,21:52,124.626
1/21/2019,21:53,124.630
1/21/2019,21:54,124.630
1/21/2019,21:55,124.632
1/21/2019,21:56,124.634
1/21/2019,21:57,124.634
1/21/2019,21:58,124.631
1/21/2019,21:59,124.633
1/21/2019,22:00,124.644
1/21/2019,22:01,124.630
1/21/2019,22:02,124.628
1/21/2019,22:03,124.629
1/21/2019,22:04,124.628
1/21/2019,22:05,124.628
1/21/2019,22:06,124.630
1/21/2019,22:07,124.627
1/21/2019,22:08,124.628
1/21/2019,22:09,124.639
1/21/2019,22:10,124.636
1/21/2019,22:11,124.637
1/21/2019,22:12,124.637
1/21/2019,22:13,124.639
1/21/2019,22:14,124.639
1/21/2019,22:15,124.638
1/21/2019,22:16,124.641
1/21/2019,22:17,124.638
1/21/2019,22:18,124.639
1/21/2019,22:19,124.638
1/21/2019,22:20,124.639
1/21/2019,22:21,124.638
1/21/2019,22:22,124.638
1/21/2019,22:23,124.639
1/21/2019,22:24,124.641
1/21/2019,22:25,124.639
1/21/2019,22:26,124.640
1/21/2019,22:27,124.639
1/21/2019,22:28,124.637
1/21/2019,22:29,124.641
1/21/2019,22:30,124.645
1/21/2019,22:31,124.639
1/21/2019,22:32,124.644
1/21/2019,22:33,124.644
1/21/2019,22:34,124.647
1/21/2019,22:35,124.646
1/21/2019,22:36,124.647
1/21/2019,22:37,124.647
1/21/2019,22:38,124.647
1/21/2019,22:39,124.649
1/21/2019,22:40,124.645
1/21/2019,22:41,124.647
1/21/2019,22:42,124.651
1/21/2019,22:43,124.650
1/21/2019,22:44,124.648
1/21/2019,22:45,124.651
1/21/2019,22:46,124.653
1/21/2019,22:47,124.655
1/21/2019,22:48,124.655
1/21/2019,22:49,124.660
1/21/2019,22:50,124.660
1/21/2019,22:51,124.662
1/21/2019,22:52,124.668
1/21/2019,22:53,124.654
1/21/2019,22:54,124.653
1/21/2019,22:55,124.660
1/21/2019,22:56,124.661
1/21/2019,22:57,124.667
1/21/2019,22:58,124.678
1/21/2019,22:59,124.690
1/21/2019,23:00,124.682
1/21/2019,23:01,124.666
1/21/2019,23:02,124.667
1/21/2019,23:03,124.659
1/21/2019,23:04,124.664
1/21/2019,23:05,124.662
1/21/2019,23:06,124.665
1/21/2019,23:07,124.670
1/21/2019,23:08,124.673
1/21/2019,23:09,124.674
1/21/2019,23:10,124.665
1/21/2019,23:11,124.667
1/21/2019,23:12,124.666
1/21/2019,23:13,124.673
1/21/2019,23:14,124.670
1/21/2019,23:15,124.663
1/21/2019,23:16,124.643
1/21/2019,23:17,124.643
1/21/2019,23:18,124.646
1/21/2019,23:19,124.648
1/21/2019,23:20,124.658
1/21/2019,23:21,124.664
1/21/2019,23:22,124.665
1/21/2019,23:23,124.666
1/21/2019,23:24,124.666
1/21/2019,23:25,124.666
1/21/2019,23:26,124.667
1/21/2019,23:27,124.672
1/21/2019,23:28,124.667
1/21/2019,23:29,124.669
1/21/2019,23:30,124.662
1/21/2019,23:31,124.670
1/21/2019,23:32,124.670
1/21/2019,23:33,124.672
1/21/2019,23:34,124.672
1/21/2019,23:35,124.673
1/21/2019,23:36,124.676
1/21/2019,23:37,124.670
1/21/2019,23:38,124.675
1/21/2019,23:39,124.661
1/21/2019,23:40,124.672
1/21/2019,23:41,124.671
1/21/2019,23:42,124.671
1/21/2019,23:43,124.669
1/21/2019,23:44,124.672
1/21/2019,23:45,124.660
1/21/2019,23:46,124.664
1/21/2019,23:47,124.665
1/21/2019,23:48,124.666
1/21/2019,23:49,124.663
1/21/2019,23:50,124.661
1/21/2019,23:51,124.663
1/21/2019,23:52,124.658
1/21/2019,23:53,124.663
1/21/2019,23:54,124.661
1/21/2019,23:55,124.658
1/21/2019,23:56,124.644
1/21/2019,23:57,124.658
1/21/2019,23:58,124.652
1/21/2019,23:59,124.620
1/22/2019,00:00,124.615
1/22/2019,00:01,124.616
1/22/2019,00:02,124.572
1/22/2019,00:03,124.573
1/22/2019,00:04,124.580
1/22/2019,00:05,124.609
1/22/2019,00:06,124.619
1/22/2019,00:07,124.648
1/22/2019,00:08,124.652
1/22/2019,00:09,124.640
1/22/2019,00:10,124.633
1/22/2019,00:11,124.634
1/22/2019,00:12,124.619
1/22/2019,00:13,124.635
1/22/2019,00:14,124.637
1/22/2019,00:15,124.637
1/22/2019,00:16,124.638
1/22/2019,00:17,124.633
1/22/2019,00:18,124.620
1/22/2019,00:19,124.625
1/22/2019,00:20,124.632
1/22/2019,00:21,124.633
1/22/2019,00:22,124.644
1/22/2019,00:23,124.586
1/22/2019,00:24,124.604
1/22/2019,00:25,124.620
1/22/2019,00:26,124.629
1/22/2019,00:27,124.633
1/22/2019,00:28,124.634
1/22/2019,00:29,124.622
1/22/2019,00:30,124.616
1/22/2019,00:31,124.616
1/22/2019,00:32,124.617
1/22/2019,00:33,124.614
1/22/2019,00:34,124.614
1/22/2019,00:35,124.606
1/22/2019,00:36,124.616
1/22/2019,00:37,124.606
1/22/2019,00:38,124.616
1/22/2019,00:39,124.610
1/22/2019,00:40,124.619
1/22/2019,00:41,124.627
1/22/2019,00:42,124.614
1/22/2019,00:43,124.622
1/22/2019,00:44,124.606
1/22/2019,00:45,124.598
1/22/2019,00:46,124.615
1/22/2019,00:47,124.619
1/22/2019,00:48,124.616
1/22/2019,00:49,124.619
1/22/2019,00:50,124.623
1/22/2019,00:51,124.634
1/22/2019,00:52,124.637
1/22/2019,00:53,124.637
1/22/2019,00:54,124.642
